formation info	Avez vous suivi une formation en informatique durant votre formation initial	Avez vous suivie une formation en dehors de votre formation initial	type formation info	Avez vous suivi un MOOC ?	Avez vos suivi une formation en presentiel ?	Avez vous suivi une formation hybride ?	Avez vous suivi une formation avec des amis ?	Avez vous suivi une formation en ligne hors mooc ?	formation magist ere	Y a t il une formation en informatique dans votre département ?	Avez vou suivi une formation en informatique durant votre magistère ?	Class Code	temps rencontre	capacit e r esolution pb	insertion pro	citoyen num erique	Cet enseignement fait partie des mission	Cet enseignement est utile aux apprentis	facilit e mise en oeuvre	objectifs faciles	a l aise avec les connaissances	enseignement code	d ecision enseignement	Avez vous décidé d'enseigner le code a la suite d'une réflexion collective ?	Avez vous décidé d'enseigné a la suite d'une sollicitation institutionnelle ?	Avez vous décide de faire cet enseignement par vous même ?	coll egues enseignent code	mat eriel pour enseigner	utilisation REL	forum	suivi formation en ligne	suivi MOOC	domaines MOOC	Vous avez suivi un mooc dans le domaine du droit, économie, sciences politiques ?	Vous avez suivi un mooc dans d'autres le domaine ?	Vous avez suivi un mooc dans le domaine de l'enseignement ?	Vous avez suivi un mooc dans le domaine de la Sciences et technologies ?	Vous avez suivi un mooc dans le domaine de lettres langues sciences humaines et sociales?	Vous avez suivi un mooc dans le domaine de la santé ?	Vous avez suivi un mooc dans le domaine de l'informatique ?	raison non inscription MOOC	ecriture prog	definition pens ee info	prog affichage	prog tri	d eplacement robot	usages num erique	Avez vous regarder des videos ?	Avez vous ecouter/t el echarger de la musique ?	Avez vous participez a des réseaux sociaux ?	Vous avez déjà acheté en ligne ?	mettre en ligne	Avez vous mit en ligne des contenus professionnels ?	Avez vous mit en ligne des contenus personnels ?	niveau classe	Avez vous une classe CP ?	Avez vous une classe grande section ?	Avez vous une classe CE1 ?	Avez vous une classe CE2 ?	Avez vous une classe CM2 ?	Avez vous une classe de CM1 ?	Avez vous une classe en moyenne section ?	Avez vous une classe en petite section ?	ann ees exp	d epartement	genre	option info	bac	DATE_SAISIE	NUMERO
Non	false	false												2	2	3	1	1	4	1	4	2	 a la suite d une sollicitation institutionnelle	false	false	false	Non	2	2	3	Oui	3										4	Non	Non	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos	true	true	true	true	Mettre en ligne des contenus personnels (avis photos vid eos etc.)	false	true	CP	true	false	false	false	false	false	false	false	2	44	une femme	Non	1	14/05/2017 17:37	48
Non	false	false												3	2	1	4	4	4	1	2	4					Non	3	2	3	Non											4	Non	Non	Non	Non	Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos	true	true	true	false	Rien de tout cela	false	false	Petite section;Moyenne section	false	false	false	false	false	false	true	true	9	49	une femme	Non	3	15/05/2017 10:08	49
Non	false	false												2	2	1	4	1	2	2	4	4					Non	3	4	5	Non											1	Non	Non	Non		Achat en ligne;Ecouter/t el echarger de la musique;Regarder des vid eos	true	true	false	true				CE2	false	false	false	true	false	false	false	false	15	44	un homme	Non	1	15/05/2017 19:47	50
Oui en dehors de ma formation initiale	false	true	formation en ligne (hors MOOC)	true	false	false	false	true	Oui	false	true			2	2	1	1	1	4	4	4	3					Oui	4	3	4	Oui	2									1	4	Non	Non	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos	true	true	true	true	Mettre en ligne des contenus personnels (avis photos vid eos etc.)	false	true	CM1;CM2	false	false	false	false	true	true	false	false	12	44	une femme	Non	1	16/05/2017 21:28	51
Non	false	false												3	2	1	1	1	4	1	3	2	 a la suite d une r eflexion collective	true	true	false	Oui	2	2	5	Oui	2									3	3	Non	Non	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos	true	true	true	true	Mettre en ligne des contenus personnels (avis photos vid eos etc.)	false	true	CM1	false	false	false	false	false	true	false	false	14	44	un homme	Non	1	17/05/2017 15:43	52
Non	false	false												2	4	1	1	1	4	4	4	2	 a la suite d une sollicitation institutionnelle	false	false	false	Oui	2	3	2	Oui	3										2	Non	Oui	Non	Oui	Achat en ligne;Participation  a des r eseaux sociaux	false	false	true	true	Mettre en ligne des contenus personnels (avis photos vid eos etc.)	false	true	CM1;CE2;CM2	false	false	false	true	true	true	false	false	12	85	une femme	Non	1	12/06/2017 17:18	54
Non	false	false												2	2	3	1	1	2	2	2	4					Non	3	3	5	Non											1	Non	Non	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos	true	true	true	true	Mettre en ligne des contenus personnels (avis photos vid eos etc.)	false	true	CM1;CM2	false	false	false	false	true	true	false	false	12	85	un homme	Non	1	12/06/2017 17:34	55
Non	false	false												2	2	1	1	4	4	4	2	2	de vous-m eme	false	false	true	Non	3	2	5	Non											4	Non	Non	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Regarder des vid eos	true	true	false	true				CM2	false	false	false	false	true	false	false	false	25	72	une femme	Non	1	12/06/2017 17:51	56
Oui en dehors de ma formation initiale	false	true	formation en ligne (hors MOOC);formation hybride;formation en pr esentiel	true	true	true	false	true	Oui	false	true			2	2	1	1	3	4	1	1	2	 a la suite d une r eflexion collective	true	true	false	Non	2	1	2	Oui	1	Informatique	false	false	false	false	false	false	true		1	Oui	Non	Non	Oui	Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos	true	true	true	true	Mettre en ligne des contenus personnels (avis photos vid eos etc.);Mettre en ligne des contenus professionnels (cours point de vue vid eos etc.)	true	true	CE1;CM1;CE2;CM2	false	false	true	true	true	true	false	false	16	72	un homme	Non	3	12/06/2017 18:02	57
Non	false	false												2	2	1	1	1	1	4	4	2	de vous-m eme	false	false	true	Oui	3	3	4	Oui	3										4	Non	Non	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos	true	true	true	true	Mettre en ligne des contenus personnels (avis photos vid eos etc.)	false	true	Petite section;Moyenne section	false	false	false	false	false	false	true	true	7	85	une femme	Non	1	12/06/2017 18:03	58
Non	false	false												3	2	3	4	4	4	1	2	4					Oui	3	2	4	Oui	1	Lettres langues sciences humaines et sociales	false	false	false	false	true	false	false		4	Non	Non	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Regarder des vid eos	true	true	false	true				Grande section;CE1;CE2	false	true	true	true	false	false	false	false	4	85	une femme	Non	4	12/06/2017 18:04	59
Non	false	false												2	4	4	2	4	4	4	2	4					Non	4	3	3	Non											4	Non	Non	Non	Non	Achat en ligne;Regarder des vid eos	true	false	false	true				CE1	false	false	true	false	false	false	false	false	18	72	une femme	Non	1	12/06/2017 18:18	60
Oui en dehors de ma formation initiale	false	true	formation avec des amis coll egues;formation en pr esentiel	false	true	false	true	false	Oui	false	true			2	2	1	3	1	2	4	2	2	 a la suite d une r eflexion collective	true	true	false	Non	3	2	3	Oui	3										1	Non	Non	Non	Oui	Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos	true	true	true	true	Mettre en ligne des contenus personnels (avis photos vid eos etc.);Mettre en ligne des contenus professionnels (cours point de vue vid eos etc.)	true	true	CE1;CE2	false	false	true	true	false	false	false	false	23	72	une femme	Non	4	12/06/2017 18:32	61
Non	false	false												2	4	1	1	1	4	4	1	2	 a la suite d une sollicitation institutionnelle	false	false	false	Non	3	2	4	Oui	1	Enseignement	false	false	true	false	false	false	false		4	Non	Non	Non	Non	Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos	true	true	true	false	Mettre en ligne des contenus personnels (avis photos vid eos etc.)	false	true	Moyenne section	false	false	false	false	false	false	true	false	1	85	une femme	Non	4	12/06/2017 18:58	62
Oui en dehors de ma formation initiale	false	true	formation avec des amis coll egues	false	false	false	true	false	Non mais il en existe dans mon d epartement	true	false			1	4	3	3	3	3	4	3	1	de vous-m eme	false	false	true	Oui	1	3	1	Non											3	Non	Oui	Non	Oui	Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos	true	true	true	true	Mettre en ligne des contenus personnels (avis photos vid eos etc.);Mettre en ligne des contenus professionnels (cours point de vue vid eos etc.)	true	true	CM1;CM2	false	false	false	false	true	true	false	false	35	72	un homme	Non	3	12/06/2017 18:59	63
Non	false	false												4	4	2	2	2	2	2	2	4					Non	4	2	3	Non											4	Non	Non	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos	true	true	true	true	Mettre en ligne des contenus personnels (avis photos vid eos etc.);Mettre en ligne des contenus professionnels (cours point de vue vid eos etc.)	true	true	CE1;CP;CE2	true	false	true	true	false	false	false	false	10	72	un homme	Non	1	12/06/2017 19:03	64
Non	false	false												4	4	2	2	2	2	2	2	4					Non	4	2	2	Oui	1	Enseignement	false	false	true	false	false	false	false		4	Non	Non	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos	true	true	true	true	Mettre en ligne des contenus professionnels (cours point de vue vid eos etc.)	true	false	CM1;CM2	false	false	false	false	true	true	false	false	15	85	une femme	Non	4	12/06/2017 19:05	65
Non	false	false												2	2	1	1	4	4	4	4	3	de vous-m eme	false	false	true	Non	4	2	5	Non											4	Non	Non	Non	Non	Achat en ligne;Regarder des vid eos	true	false	false	true				CM2	false	false	false	false	true	false	false	false	1	72	une femme	Non	1	12/06/2017 19:01	66
Oui en dehors de ma formation initiale	false	true	formation en pr esentiel	false	true	false	false	false	Non il n en n existe pas dans mon d epartement	false	false			2	2	1	1	1	4	4	4	2	de vous-m eme; a la suite d une sollicitation institutionnelle	false	false	true	Oui	3	3	5	Oui	3										1	Non	Oui	Non	Oui	Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos	true	true	true	true	Mettre en ligne des contenus personnels (avis photos vid eos etc.)	false	true	CM2	false	false	false	false	true	false	false	false	20	72	une femme	Non	4	12/06/2017 19:26	67
Non	false	false												3	2	1	2	2	2	2	2	4					Non	4	2	5	Oui	2									3	4	Oui	Non	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Regarder des vid eos	true	true	false	true				Grande section;CE1;Moyenne section;CE2	false	true	true	true	false	false	true	false	25	85	une femme	Non	1	12/06/2017 19:30	68
Non	false	false												1	2	3	3	3	4	3	3	2	 a la suite d une r eflexion collective	true	true	false	Oui	1	2	1	Non											5		Non	Non	Oui	Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos	true	true	true	true	Mettre en ligne des contenus personnels (avis photos vid eos etc.)	false	true	Grande section;CM1;Moyenne section;CE2;CM2	false	true	false	true	true	true	true	false	10	72	une femme	Non	3	12/06/2017 20:20	69
Non	false	false												2	2	1	1	1	4	4	2	4					Non	4	3	4	Non											4	Non	Non	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos	true	true	true	true	Mettre en ligne des contenus personnels (avis photos vid eos etc.)	false	true	CE1;CE2	false	false	true	true	false	false	false	false	34	72	une femme	Non	1	12/06/2017 20:57	70
Non	false	false												1	2	1	2	1	4	4	4	4					Non	3	2	4	Oui	3										1	Non	Non	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Regarder des vid eos	true	true	false	true				CP	true	false	false	false	false	false	false	false	20	85	une femme	Non	1	12/06/2017 20:59	71
Oui en dehors de ma formation initiale	false	true	formation avec des amis coll egues;formation en pr esentiel	false	true	false	true	false	Non il n en n existe pas dans mon d epartement	false	false			2	2	1	1	1	1	4	4	2	 a la suite d une r eflexion collective	true	true	false	Oui	2	3	5	Oui	2									1	4	Non	Non	Non	Oui	Achat en ligne;Ecouter/t el echarger de la musique;Regarder des vid eos	true	true	false	true				CE1;CP	true	false	true	false	false	false	false	false	35	72	une femme	Non	1	12/06/2017 21:24	72
Non	false	false												2	2	1	1	1	4	4	4	3	de vous-m eme	false	false	true	Non	3	2	2	Non											4	Non	Non	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos	true	true	true	true	Mettre en ligne des contenus personnels (avis photos vid eos etc.)	false	true	CM1;CE2;CM2	false	false	false	true	true	true	false	false	3	72	une femme	Non	3	12/06/2017 21:28	73
Non	false	false												2	2	3	1	1	1	4	1	2	de vous-m eme	false	false	true	Non	2	3	2	Non											3	Oui	Oui	Non	Oui	Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos	true	true	true	true	Mettre en ligne des contenus personnels (avis photos vid eos etc.);Mettre en ligne des contenus professionnels (cours point de vue vid eos etc.)	true	true	CM1;CM2	false	false	false	false	true	true	false	false	18	72	un homme	Non	1	12/06/2017 22:00	74
Non	false	false												1	2	1	4	1	1	1	1	2	de vous-m eme	false	false	true	Non	3	1	2	Oui	1	Lettres langues sciences humaines et sociales;Enseignement	false	false	true	false	true	false	false		4	Non	Non	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos	true	true	true	true	Mettre en ligne des contenus personnels (avis photos vid eos etc.);Mettre en ligne des contenus professionnels (cours point de vue vid eos etc.)	true	true	CM1;CM2	false	false	false	false	true	true	false	false	17	72	une femme	Non	4	12/06/2017 22:23	75
Non	false	false												1	4	1	1	3	1	1		3	de vous-m eme; a la suite d une r eflexion collective	true	true	true	Oui	3	2	4	Non											2	Oui	Oui	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos	true	true	true	true	Mettre en ligne des contenus personnels (avis photos vid eos etc.)	false	true	CM1;CE2;CM2	false	false	false	true	true	true	false	false	3		un homme	Oui	1	12/06/2017 23:23	76
Non	false	false												2	4	3	4	4	2	4	2	4					Non	4	1	5	Oui	3										4	Non	Non	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos	true	true	true	true	Mettre en ligne des contenus personnels (avis photos vid eos etc.)	false	true	CM1;CM2	false	false	false	false	true	true	false	false	10	85	un homme	Non	4	13/06/2017 07:06	77
Non	false	false												3	2	4	2	4	2	1	2	3	de vous-m eme	false	false	true	Non	4	2	2	Non											4	Non	Non	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos	true	true	true	true	Mettre en ligne des contenus personnels (avis photos vid eos etc.);Mettre en ligne des contenus professionnels (cours point de vue vid eos etc.)	true	true	CE2;CM2	false	false	false	true	true	false	false	false	3	85	une femme	Non	3	13/06/2017 08:15	78
Non	false	false												1	2	1	4	1	1	4	4	2	de vous-m eme	false	false	true	Oui	3	1	4	Oui	3										1	Non	Oui	Non	Oui	Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos	true	true	true	true	Mettre en ligne des contenus personnels (avis photos vid eos etc.)	false	true	CM1;CM2	false	false	false	false	true	true	false	false	13	72	une femme	Non	4	13/06/2017 08:29	79
Non	false	false												2	2	3	4	4	4	2	4	4					Non	3	4	5	Non											4	Non	Non	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos	true	true	true	true	Rien de tout cela	false	false	Grande section	false	true	false	false	false	false	false	false	7	85	un homme	Non	1	13/06/2017 08:39	80
Oui durant ma formation initiale	true	false	formation en pr esentiel	false	true	false	false	false	Non il n en n existe pas dans mon d epartement	false	false			2	2	1	1	1	1	1	1	2	 a la suite d une r eflexion collective	true	true	false	Non	4	2	2	Oui	2									1	1	Oui	Oui	Oui	Oui	Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos	true	true	true	true	Mettre en ligne des contenus personnels (avis photos vid eos etc.)	false	true	CE1;CP;CE2	true	false	true	true	false	false	false	false	1		une femme	Non	1	13/06/2017 09:02	81
Non	false	false												3	2	1	1	4	2	2	2	4					Non	3	2	4	Oui	3										4	Non	Non	Non	Non	Achat en ligne;Regarder des vid eos	true	false	false	true				CE1	false	false	true	false	false	false	false	false	22	85	une femme	Non	1	13/06/2017 09:23	82
Non	false	false												1	2	1	1	1	1	1	1	2	de vous-m eme	false	false	true	Non	1	2	3	Oui	2									1	3	Non	Non	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos	true	true	true	true	Mettre en ligne des contenus personnels (avis photos vid eos etc.)	false	true	CE1;CE2	false	false	true	true	false	false	false	false	10	85	un homme	Oui	1	13/06/2017 09:44	83
Non	false	false												2	2	1	1	4	4	4	4	1	de vous-m eme	false	false	true	Non	3	2	4	Oui	1	Sciences et technologies	false	false	false	true	false	false	false		4	Non	Non	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos	true	true	true	true	Rien de tout cela	false	false	CE1;CE2	false	false	true	true	false	false	false	false	10	85	une femme	Non	1	13/06/2017 10:26	84
Non	false	false												2	4	2	2	2	2	2	2	4					Non	3	2	3	Oui	2									4	4	Non	Non	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Regarder des vid eos	true	true	false	true				CM1	false	false	false	false	false	true	false	false	21	72	une femme	Non	3	13/06/2017 11:54	85
Non	false	false												1	2	1	1	1	2	4	4	3	de vous-m eme	false	false	true	Oui	3	1	2	Non											4	Non	Non	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos	true	true	true	true	Mettre en ligne des contenus personnels (avis photos vid eos etc.);Mettre en ligne des contenus professionnels (cours point de vue vid eos etc.)	true	true	CE2;CM1;CM2;CE1	false	false	true	true	true	true	false	false	7	72	une femme	Non	4	13/06/2017 12:08	86
Non	false	false												1	4	3	4	1	2	2	2	4					Non	2	2	5	Oui	3										4	Non	Non	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos	true	true	true	true	Rien de tout cela	false	false	CE2	false	false	false	true	false	false	false	false	33	72	un homme	Non	1	13/06/2017 11:56	87
Non	false	false												1	2	1	1	3	3	4	1	2	 a la suite d une sollicitation institutionnelle	false	false	false	Non	2	3	5	Oui	3										4	Non	Non	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Regarder des vid eos	true	true	false	true				Petite section;Grande section;Moyenne section	false	true	false	false	false	false	true	true	10		une femme	Non	3	13/06/2017 14:00	88
Oui en dehors de ma formation initiale	false	true	formation en pr esentiel	false	true	false	false	false	Non il n en n existe pas dans mon d epartement	false	false			2	2	3	3	1	4	4	4	2	de vous-m eme	false	false	true	Non	3	1	3	Oui	3										5	Non	Non	Non	Oui	Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos	true	true	true	true	Mettre en ligne des contenus personnels (avis photos vid eos etc.)	false	true	CM2	false	false	false	false	true	false	false	false	13	85	un homme	Non	1	13/06/2017 14:10	89
Non	false	false												2	4	3	1	1	4	4	2	4					Non	3	2	3	Oui	2									1	4	Non	Non	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Regarder des vid eos	true	true	false	true				Moyenne section	false	false	false	false	false	false	true	false	28	72	une femme	Non	4	13/06/2017 15:15	90
Non	false	false														3	4	4	2	2	2	4					Non	3	1	5	Oui	3										4	Non	Non	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Regarder des vid eos	true	true	false	true				CE1	false	false	true	false	false	false	false	false	12	85	une femme	Non	3	13/06/2017 17:28	92
Non	false	false												2	2	3	3	1	2	4	4	4					Non	4	1	5	Oui	1	Lettres langues sciences humaines et sociales;Autre	false	true	false	false	true	false	false		1	Non	Non	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos	true	true	true	true	Mettre en ligne des contenus personnels (avis photos vid eos etc.);Mettre en ligne des contenus professionnels (cours point de vue vid eos etc.)	true	true	CE1;CP	true	false	true	false	false	false	false	false	9	72	une femme	Oui	1	13/06/2017 18:16	93
Non	false	false												3	2	3	3	1	2	2	2	4					Non	3	2	4	Non											4	Non	Non	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos	true	true	true	true	Mettre en ligne des contenus personnels (avis photos vid eos etc.)	false	true	CM1;Moyenne section;CP;CE2;CM2	true	false	false	true	true	true	true	false	14	72	une femme	Non	3	13/06/2017 18:14	94
Non	false	false												3	2	1	4	4	2	4	2	4					Non	4	3	5	Oui	3										4	Non	Non	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Regarder des vid eos	true	true	false	true				CE1;CE2	false	false	true	true	false	false	false	false	4	72	une femme	Non	3	13/06/2017 18:25	95
Oui en dehors de ma formation initiale	false	true	formation en pr esentiel	false	true	false	false	false	Non il n en n existe pas dans mon d epartement	false	false			2	4	1	4	1	3	2	3	1	 a la suite d une sollicitation institutionnelle	false	false	false	Oui	2	2	5	Oui	2									1	3	Oui	Oui	Oui	Oui	Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos	true	true	true	true	Rien de tout cela	false	false	CM1;CE2	false	false	false	true	false	true	false	false	4	72	un homme	Oui	1	13/06/2017 18:41	96
Non	false	false												2	2	1	4	4	2	2	4	2	de vous-m eme	false	false	true	Non	3	2	4	Non											1	Non	Oui	Non	Oui	Achat en ligne;Regarder des vid eos	true	false	false	true				CM1;CE2;CM2	false	false	false	true	true	true	false	false	11	72	une femme	Non	1	13/06/2017 19:47	97
Oui en dehors de ma formation initiale	false	true	formation avec des amis coll egues	false	false	false	true	false	Non il n en n existe pas dans mon d epartement	false	false			2	2	1	1	1	4	1	4	4					Non	2	4	5	Oui	3										5	Oui	Non	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos	true	true	true	true	Mettre en ligne des contenus personnels (avis photos vid eos etc.)	false	true	CE1;CP	true	false	true	false	false	false	false	false	8	44	une femme	Non	1	13/06/2017 19:51	98
Non	false	false												2	2	1	1	1	4	4	4	4					Non	3	1	5	Oui	2									1	4	Non	Non	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos	true	true	true	true	Rien de tout cela	false	false	CP	true	false	false	false	false	false	false	false	12	44	une femme	Non	3	13/06/2017 20:24	99
Oui durant ma formation initiale	true	false	formation en pr esentiel	false	true	false	false	false	Non il n en n existe pas dans mon d epartement	false	false			2	4	3	3	3	4	4	3	2	 a la suite d une sollicitation institutionnelle	false	false	false	Oui	2	2	4	Oui	3										2	Oui	Oui	Non	Oui	Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos	true	true	true	true	Mettre en ligne des contenus personnels (avis photos vid eos etc.)	false	true	CM1;CM2	false	false	false	false	true	true	false	false	5	72	une femme	Oui	1	13/06/2017 16:26	100
Non	false	false												3	2	1	1	4	2	1	2	4					Non	4	2	5	Non											1	Oui	Non	Non	Non	Achat en ligne;Regarder des vid eos	true	false	false	true				Petite section;Moyenne section	false	false	false	false	false	false	true	true	17	72	une femme	Oui	1	13/06/2017 21:07	101
